operation_id,work_date,facility_id,shift_id,forecast_orders,actual_orders,planned_fte,planned_contract,absent_fte,absent_contract,present_fte,present_contract,overtime_hours,capacity_orders,processed_orders,backlog_orders,paid_hours,productive_hours,actual_productivity_per_hour,capacity_utilization,absence_rate,labour_cost_inr,cost_per_processed_order
694,2026-06-16,FC_DEL,S1,3532,3295,31,11,2,0,29,11,0,3683.2,3295,0,336.0,288.0,11.44,0.8946,0.0476,59584.0,18.08
695,2026-06-16,FC_DEL,S2,4016,3720,35,12,0,2,35,10,0,4023.2,3720,0,376.0,324.0,11.48,0.9246,0.0426,68606.24,18.44
696,2026-06-16,FC_DEL,S3,2295,2221,24,8,0,1,24,7,0,2585.3,2221,0,256.0,223.2,9.95,0.8591,0.0312,49843.2,22.44
697,2026-06-16,FC_KOL,S1,1929,1953,18,6,2,1,16,5,4,1962.4,1953,0,196.0,155.2,12.58,0.9952,0.125,32096.0,16.43
698,2026-06-16,FC_KOL,S2,2486,2388,24,8,0,0,24,8,0,2876.7,2388,0,256.0,230.4,10.36,0.8301,0.0,42782.08,17.92
699,2026-06-16,FC_KOL,S3,1446,1552,16,5,0,0,16,5,0,1720.4,1552,0,168.0,151.2,10.26,0.9021,0.0,29928.8,19.28
700,2026-06-16,FC_MUM,S1,2586,2771,22,8,0,0,22,8,7,2772.0,2771,0,247.0,223.0,12.43,0.9997,0.0,45153.0,16.29
701,2026-06-16,FC_MUM,S2,3189,3227,30,11,2,0,28,11,0,3581.5,3227,0,328.0,280.8,11.49,0.901,0.0488,60984.24,18.9
702,2026-06-16,FC_MUM,S3,2009,2045,21,8,2,1,19,7,13,2050.8,2045,0,245.0,200.2,10.21,0.9972,0.1034,49881.7,24.39
703,2026-06-16,FC_HYD,S1,2394,2611,20,7,0,0,20,7,22,2613.8,2611,0,238.0,216.4,12.07,0.9989,0.0,41362.0,15.84
704,2026-06-16,FC_HYD,S2,2301,2656,20,7,1,0,19,7,26,2661.4,2656,0,242.0,213.2,12.46,0.998,0.037,43604.02,16.42
705,2026-06-16,FC_HYD,S3,1564,1612,16,6,0,0,16,6,0,1782.7,1612,0,176.0,158.4,10.18,0.9043,0.0,32348.8,20.07
706,2026-06-17,FC_BLR,S1,2931,2839,25,9,3,0,22,9,0,3012.7,2839,0,272.0,223.2,12.72,0.9423,0.0882,47024.0,16.56
707,2026-06-17,FC_BLR,S2,3125,3215,28,10,3,1,25,9,18,3215.9,3215,0,322.0,262.8,12.23,0.9997,0.1053,58755.32,18.28
708,2026-06-17,FC_BLR,S3,1898,1946,18,6,2,1,16,5,20,1952.9,1946,0,212.0,171.2,11.37,0.9965,0.125,41932.0,21.55
709,2026-06-17,FC_DEL,S1,2743,2745,25,9,0,0,25,9,0,3240.3,2745,0,272.0,244.8,11.21,0.8471,0.0,48256.0,17.58
710,2026-06-17,FC_DEL,S2,3475,3331,33,11,0,0,33,11,0,3953.9,3331,0,352.0,316.8,10.51,0.8425,0.0,64173.12,19.27
711,2026-06-17,FC_DEL,S3,2517,2410,24,9,2,0,22,9,0,2590.3,2410,0,264.0,223.2,10.8,0.9304,0.0606,51585.6,21.4
712,2026-06-17,FC_KOL,S1,1699,1997,16,6,0,1,16,5,26,2002.8,1997,0,202.0,177.2,11.27,0.9971,0.0455,34792.0,17.42
713,2026-06-17,FC_KOL,S2,2618,2430,24,9,1,1,23,8,0,2562.4,2430,0,264.0,223.2,10.89,0.9483,0.0606,44273.52,18.22
714,2026-06-17,FC_KOL,S3,1465,1619,15,5,0,1,15,4,15,1624.1,1619,0,175.0,151.8,10.67,0.9969,0.05,32450.0,20.04
715,2026-06-17,FC_MUM,S1,2725,2667,25,9,3,1,22,8,0,2774.2,2667,0,272.0,216.0,12.35,0.9614,0.1176,49072.0,18.4
716,2026-06-17,FC_MUM,S2,3103,2869,27,10,0,1,27,9,0,3370.0,2869,0,296.0,259.2,11.07,0.8513,0.027,55051.44,19.19
717,2026-06-17,FC_MUM,S3,2199,2020,22,8,2,2,20,6,4,2026.9,2020,0,244.0,191.2,10.56,0.9966,0.1333,48800.4,24.16
718,2026-06-17,FC_HYD,S1,2440,2381,21,7,3,1,18,6,10,2386.1,2381,0,234.0,182.8,13.03,0.9979,0.1429,39726.0,16.68
719,2026-06-17,FC_HYD,S2,2787,2570,25,9,1,0,24,9,0,3036.8,2570,0,272.0,237.6,10.82,0.8463,0.0294,46753.76,18.19
720,2026-06-17,FC_HYD,S3,1676,1672,16,6,0,1,16,5,0,1775.3,1672,0,176.0,151.2,11.06,0.9418,0.0455,32348.8,19.35
721,2026-06-18,FC_BLR,S1,2714,2555,24,8,4,1,20,7,1,2563.8,2555,0,257.0,195.4,13.08,0.9966,0.1562,44410.0,17.38
722,2026-06-18,FC_BLR,S2,3397,3347,30,10,1,0,29,10,0,3470.3,3347,0,320.0,280.8,11.92,0.9645,0.025,56856.0,16.99
723,2026-06-18,FC_BLR,S3,2149,2107,20,7,1,0,19,7,0,2149.0,2107,0,216.0,187.2,11.26,0.9804,0.037,41043.2,19.48
724,2026-06-18,FC_DEL,S1,2859,3128,26,9,0,1,26,8,0,3321.2,3128,0,280.0,244.8,12.78,0.9418,0.0286,49616.0,15.86
725,2026-06-18,FC_DEL,S2,3752,3837,33,12,1,2,32,10,36,3698.1,3698,139,396.0,338.4,10.93,1.0,0.0667,75371.28,20.38
726,2026-06-18,FC_DEL,S3,1906,2129,18,7,2,1,16,6,36,2084.1,2084,45,236.0,194.4,10.72,1.0,0.12,49341.6,23.68
727,2026-06-18,FC_KOL,S1,2397,2233,21,7,0,1,21,6,0,2475.4,2233,0,224.0,194.4,11.49,0.9021,0.0357,36344.0,16.28
728,2026-06-18,FC_KOL,S2,2384,2415,23,8,2,1,21,7,11,2420.0,2415,0,259.0,212.6,11.36,0.9979,0.0968,44170.52,18.29
729,2026-06-18,FC_KOL,S3,1671,1514,18,6,1,1,17,5,0,1676.5,1514,0,192.0,158.4,9.56,0.9031,0.0833,34267.2,22.63
730,2026-06-18,FC_MUM,S1,2449,2652,21,7,3,0,18,7,36,2490.6,2490,162,260.0,216.0,11.53,0.9997,0.1071,49788.0,20.0
731,2026-06-18,FC_MUM,S2,3264,3299,30,11,1,0,29,11,0,3639.7,3299,0,328.0,288.0,11.45,0.9064,0.0244,60984.24,18.49
732,2026-06-18,FC_MUM,S3,2114,2005,21,8,2,1,19,7,0,2030.8,2005,0,232.0,187.2,10.71,0.9873,0.1034,46120.8,23.0
733,2026-06-18,FC_HYD,S1,2387,2296,20,7,1,0,19,7,0,2521.7,2296,0,216.0,187.2,12.26,0.9105,0.037,36016.0,15.69
734,2026-06-18,FC_HYD,S2,2805,2514,26,9,0,2,26,7,0,3026.3,2514,0,280.0,237.6,10.58,0.8307,0.0571,48072.16,19.12
735,2026-06-18,FC_HYD,S3,1787,1703,18,6,2,0,16,6,0,1927.7,1703,0,192.0,158.4,10.75,0.8835,0.0833,35164.8,20.65
736,2026-06-19,FC_BLR,S1,2714,3215,23,8,1,2,22,6,36,3071.8,3071,144,284.0,237.6,12.93,0.9997,0.0968,51832.0,16.88
737,2026-06-19,FC_BLR,S2,3189,3604,27,10,3,2,24,8,36,3332.3,3332,272,332.0,266.4,12.51,0.9999,0.1351,62022.48,18.61
738,2026-06-19,FC_BLR,S3,1924,2188,18,7,1,0,17,7,9,2191.7,2188,0,209.0,181.8,12.04,0.9983,0.04,40596.6,18.55
739,2026-06-19,FC_DEL,S1,3014,3205,26,9,0,0,26,9,0,3208.1,3205,0,280.0,252.0,12.72,0.999,0.0,49616.0,15.48
740,2026-06-19,FC_DEL,S2,3896,3653,36,12,1,2,35,10,0,3930.9,3653,0,384.0,324.0,11.27,0.9293,0.0625,70007.04,19.16
741,2026-06-19,FC_DEL,S3,2410,2471,24,8,1,1,23,7,5,2479.6,2471,0,261.0,221.0,11.18,0.9965,0.0625,51262.2,20.75
742,2026-06-19,FC_KOL,S1,2368,2387,21,8,0,1,21,7,0,2520.3,2387,0,232.0,201.6,11.84,0.9471,0.0345,37792.0,15.83
743,2026-06-19,FC_KOL,S2,2365,2476,23,8,1,1,22,7,0,2577.0,2476,0,248.0,208.8,11.86,0.9608,0.0645,41496.64,16.76
744,2026-06-19,FC_KOL,S3,1582,1436,16,5,3,0,13,5,0,1479.3,1436,0,168.0,129.6,11.08,0.9708,0.1429,29928.8,20.84
745,2026-06-19,FC_MUM,S1,3272,2868,29,10,1,0,28,10,0,3349.7,2868,0,312.0,273.6,10.48,0.8562,0.0256,56216.0,19.6
746,2026-06-19,FC_MUM,S2,3499,3833,30,11,3,1,27,10,36,3681.7,3681,152,364.0,302.4,12.17,0.9998,0.0976,70736.28,19.22
747,2026-06-19,FC_MUM,S3,2227,2203,22,8,2,2,20,6,9,2206.7,2203,0,249.0,196.2,11.23,0.9983,0.1333,50246.9,22.81
748,2026-06-19,FC_HYD,S1,2289,2233,20,7,1,0,19,7,2,2491.7,2233,0,218.0,189.2,11.8,0.8962,0.037,36502.0,16.35
749,2026-06-19,FC_HYD,S2,2923,2756,26,9,2,1,24,8,0,2801.3,2756,0,280.0,230.4,11.96,0.9838,0.0857,48072.16,17.44
750,2026-06-19,FC_HYD,S3,2028,1944,20,7,0,1,20,6,0,2214.8,1944,0,216.0,187.2,10.38,0.8777,0.037,39617.6,20.38
751,2026-06-20,FC_BLR,S1,3525,3340,30,11,2,1,28,10,0,3541.9,3340,0,328.0,273.6,12.21,0.943,0.0732,56736.0,16.99
752,2026-06-20,FC_BLR,S2,3506,3848,31,11,1,0,30,11,36,3833.7,3833,15,372.0,331.2,11.57,0.9998,0.0238,69075.92,18.02
753,2026-06-20,FC_BLR,S3,2188,2308,21,8,2,1,19,7,5,2316.0,2308,0,237.0,192.2,12.01,0.9966,0.1034,45568.6,19.74
754,2026-06-20,FC_DEL,S1,3678,3576,33,11,2,0,31,11,0,4056.9,3576,0,352.0,302.4,11.83,0.8815,0.0455,62304.0,17.42
755,2026-06-20,FC_DEL,S2,3966,3964,36,12,0,2,36,10,0,4088.4,3964,0,384.0,331.2,11.97,0.9696,0.0417,70007.04,17.66
756,2026-06-20,FC_DEL,S3,2481,2513,24,8,1,0,23,8,9,2514.9,2513,0,265.0,232.2,10.82,0.9993,0.0312,52397.4,20.85
757,2026-06-20,FC_KOL,S1,2679,2646,23,8,0,0,23,8,0,2759.2,2646,0,248.0,223.2,11.85,0.959,0.0,40288.0,15.23
758,2026-06-20,FC_KOL,S2,2781,2959,27,9,2,2,25,7,16,2966.2,2959,0,304.0,246.4,12.01,0.9976,0.1111,52019.12,17.58
759,2026-06-20,FC_KOL,S3,1696,1834,17,6,1,1,16,5,30,1839.3,1834,0,214.0,181.2,10.12,0.9971,0.087,40682.4,22.18
760,2026-06-20,FC_MUM,S1,3375,3120,28,10,1,0,27,10,0,3423.3,3120,0,304.0,266.4,11.71,0.9114,0.0263,54832.0,17.57
761,2026-06-20,FC_MUM,S2,4057,3730,37,13,3,1,34,12,0,3937.1,3730,0,400.0,331.2,11.26,0.9474,0.08,74275.36,19.91
762,2026-06-20,FC_MUM,S3,2293,2265,23,8,1,0,22,8,6,2507.1,2265,0,254.0,222.0,10.2,0.9034,0.0323,50901.4,22.47
763,2026-06-20,FC_HYD,S1,3327,2947,29,10,3,0,26,10,0,3372.3,2947,0,312.0,259.2,11.37,0.8739,0.0769,52000.0,17.65
764,2026-06-20,FC_HYD,S2,3020,3237,27,9,2,2,25,7,36,3040.5,3040,197,324.0,266.4,11.41,0.9998,0.1111,58401.0,19.21
765,2026-06-20,FC_HYD,S3,1775,1936,16,6,1,0,15,6,21,1938.2,1936,0,197.0,172.2,11.24,0.9989,0.0455,37962.1,19.61
766,2026-06-21,FC_BLR,S1,2846,2864,24,8,2,1,22,7,0,2884.5,2864,0,256.0,208.8,13.72,0.9929,0.0938,44160.0,15.42
767,2026-06-21,FC_BLR,S2,3530,3327,30,10,1,0,29,10,0,3745.0,3327,0,320.0,280.8,11.85,0.8884,0.025,56856.0,17.09
768,2026-06-21,FC_BLR,S3,2218,2087,21,8,0,1,21,7,0,2339.1,2087,0,232.0,201.6,10.35,0.8922,0.0345,44193.6,21.18
769,2026-06-21,FC_DEL,S1,3435,3383,29,10,1,2,28,8,5,3392.4,3383,0,317.0,264.2,12.8,0.9972,0.0769,56570.0,16.72
770,2026-06-21,FC_DEL,S2,4067,3852,37,13,3,0,34,13,0,4098.0,3852,0,400.0,338.4,11.38,0.94,0.06,73039.36,18.96
771,2026-06-21,FC_DEL,S3,2256,2401,23,8,1,1,22,7,2,2510.8,2401,0,250.0,210.8,11.39,0.9563,0.0645,48914.8,20.37
772,2026-06-21,FC_KOL,S1,2266,2237,20,7,1,0,19,7,3,2246.2,2237,0,219.0,190.2,11.76,0.9959,0.037,35804.0,16.01
773,2026-06-21,FC_KOL,S2,2659,2593,25,9,3,2,22,7,9,2598.4,2593,0,281.0,217.8,11.91,0.9979,0.1471,47746.68,18.41
774,2026-06-21,FC_KOL,S3,1594,1668,16,5,1,1,15,4,19,1670.9,1668,0,187.0,155.8,10.71,0.9983,0.0952,34861.2,20.9
775,2026-06-21,FC_MUM,S1,3011,2889,25,9,3,0,22,9,16,2890.6,2889,0,288.0,239.2,12.08,0.9994,0.0882,53280.0,18.44
776,2026-06-21,FC_MUM,S2,2899,3248,25,9,0,1,25,8,36,3139.2,3139,109,308.0,273.6,11.47,0.9999,0.0294,60296.2,19.21
777,2026-06-21,FC_MUM,S3,2082,2127,21,8,0,0,21,8,0,2263.9,2127,0,232.0,208.8,10.19,0.9395,0.0,46120.8,21.68
778,2026-06-21,FC_HYD,S1,2499,2470,22,8,2,0,20,8,6,2819.0,2470,0,246.0,207.6,11.9,0.8762,0.0667,41522.0,16.81
779,2026-06-21,FC_HYD,S2,2647,2774,24,9,2,1,22,8,8,2782.7,2774,0,272.0,224.0,12.38,0.9969,0.0909,47437.68,17.1
780,2026-06-21,FC_HYD,S3,2000,2012,21,7,2,0,19,7,2,2015.4,2012,0,226.0,189.2,10.63,0.9983,0.0714,41560.2,20.66
781,2026-06-22,FC_BLR,S1,2415,2599,21,7,0,0,21,7,2,2798.8,2599,0,226.0,203.6,12.77,0.9286,0.0,39140.0,15.06
782,2026-06-22,FC_BLR,S2,3226,3088,29,10,1,0,28,10,0,3572.4,3088,0,312.0,273.6,11.29,0.8644,0.0256,55488.16,17.97
783,2026-06-22,FC_BLR,S3,2086,1919,19,7,0,0,19,7,0,2310.3,1919,0,208.0,187.2,10.25,0.8306,0.0,39582.4,20.63
784,2026-06-22,FC_DEL,S1,2816,2860,24,9,1,0,23,9,2,2868.0,2860,0,266.0,232.4,12.31,0.9972,0.0303,47412.0,16.58
785,2026-06-22,FC_DEL,S2,3709,3262,33,12,1,2,32,10,0,3916.9,3262,0,360.0,302.4,10.79,0.8328,0.0667,65804.64,20.17
786,2026-06-22,FC_DEL,S3,2095,1973,21,8,1,1,20,7,0,2257.9,1973,0,232.0,194.4,10.15,0.8738,0.069,45355.2,22.99
787,2026-06-22,FC_KOL,S1,2027,2030,18,7,0,0,18,7,0,2236.6,2030,0,200.0,180.0,11.28,0.9076,0.0,32600.0,16.06
788,2026-06-22,FC_KOL,S2,2012,2048,18,7,0,2,18,5,16,2056.2,2048,0,216.0,181.6,11.28,0.996,0.08,37467.28,18.29
789,2026-06-22,FC_KOL,S3,1570,1471,16,6,2,0,14,6,0,1549.0,1471,0,176.0,144.0,10.22,0.9496,0.0909,31521.6,21.43
790,2026-06-22,FC_MUM,S1,2372,2558,22,8,1,1,21,7,0,2667.8,2558,0,240.0,201.6,12.69,0.9589,0.0667,43312.0,16.93
791,2026-06-22,FC_MUM,S2,2737,2661,24,8,2,3,22,5,28,2669.5,2661,0,284.0,222.4,11.96,0.9968,0.1562,55047.32,20.69
792,2026-06-22,FC_MUM,S3,1491,1813,14,5,0,1,14,4,31,1818.3,1813,0,183.0,160.6,11.29,0.9971,0.0526,39125.9,21.58
793,2026-06-22,FC_HYD,S1,1927,2287,16,5,0,2,16,3,36,2191.1,2191,96,204.0,172.8,12.68,0.9999,0.0952,36668.0,16.74
794,2026-06-22,FC_HYD,S2,2712,2424,24,9,1,1,23,8,0,2704.5,2424,0,264.0,223.2,10.86,0.8963,0.0606,45435.36,18.74
795,2026-06-22,FC_HYD,S3,1794,1700,18,6,1,1,17,5,0,1791.4,1700,0,192.0,158.4,10.73,0.949,0.0833,35164.8,20.69
796,2026-06-23,FC_BLR,S1,2993,3032,27,9,1,0,26,9,0,3226.2,3032,0,288.0,252.0,12.03,0.9398,0.0278,49680.0,16.39
797,2026-06-23,FC_BLR,S2,3201,3131,27,9,1,1,26,8,15,3136.2,3131,0,303.0,259.8,12.05,0.9984,0.0556,55032.9,17.58
798,2026-06-23,FC_BLR,S3,1942,1770,18,7,0,1,18,6,0,1969.4,1770,0,200.0,172.8,10.24,0.8988,0.04,38121.6,21.54
799,2026-06-23,FC_DEL,S1,3207,2811,27,10,1,1,26,9,0,3350.1,2811,0,296.0,252.0,11.15,0.8391,0.0541,52560.0,18.7
800,2026-06-23,FC_DEL,S2,2935,3136,27,9,1,1,26,8,24,3139.8,3136,0,312.0,268.8,11.67,0.9988,0.0556,58883.04,18.78
801,2026-06-23,FC_DEL,S3,1891,1985,20,7,0,2,20,5,0,2080.0,1985,0,216.0,180.0,11.03,0.9543,0.0741,42116.8,21.22
802,2026-06-23,FC_KOL,S1,2176,1991,18,7,2,1,16,6,9,1995.9,1991,0,209.0,167.4,11.89,0.9975,0.12,34724.0,17.44
803,2026-06-23,FC_KOL,S2,2479,2439,23,8,1,1,22,7,0,2575.5,2439,0,248.0,208.8,11.68,0.947,0.0645,41496.64,17.01
804,2026-06-23,FC_KOL,S3,1361,1503,16,5,0,1,16,4,0,1616.4,1503,0,168.0,144.0,10.44,0.9298,0.0476,29928.8,19.91
805,2026-06-23,FC_MUM,S1,2446,2453,21,8,0,1,21,7,2,2564.2,2453,0,234.0,203.6,12.05,0.9566,0.0345,42454.0,17.31
806,2026-06-23,FC_MUM,S2,2846,2881,27,10,0,0,27,10,0,3461.1,2881,0,296.0,266.4,10.81,0.8324,0.0,55051.44,19.11
807,2026-06-23,FC_MUM,S3,1955,1827,18,7,0,0,18,7,0,2164.3,1827,0,200.0,180.0,10.15,0.8441,0.0,39784.8,21.78
808,2026-06-23,FC_HYD,S1,2097,1988,18,6,3,0,15,6,0,2033.5,1988,0,192.0,151.2,13.15,0.9776,0.125,31968.0,16.08
809,2026-06-23,FC_HYD,S2,2430,2502,21,7,0,1,21,6,9,2510.0,2502,0,233.0,203.4,12.3,0.9968,0.0357,40667.49,16.25
810,2026-06-23,FC_HYD,S3,1690,1568,16,6,1,1,15,5,0,1674.3,1568,0,176.0,144.0,10.89,0.9365,0.0909,32348.8,20.63
811,2026-06-24,FC_BLR,S1,3114,3027,25,9,2,0,23,9,0,3090.2,3027,0,272.0,230.4,13.14,0.9795,0.0588,47024.0,15.53
812,2026-06-24,FC_BLR,S2,3184,3129,27,10,1,2,26,8,16,3130.4,3129,0,312.0,260.8,12.0,0.9996,0.0811,56872.48,18.18
813,2026-06-24,FC_BLR,S3,2097,1980,21,8,0,0,21,8,0,2627.9,1980,0,232.0,208.8,9.48,0.7535,0.0,44193.6,22.32
814,2026-06-24,FC_DEL,S1,3135,3172,27,9,2,0,25,9,9,3178.3,3172,0,297.0,253.8,12.5,0.998,0.0556,53298.0,16.8
815,2026-06-24,FC_DEL,S2,3412,3474,30,11,1,3,29,8,24,3479.2,3474,0,352.0,290.4,11.96,0.9985,0.0976,66348.48,19.1
816,2026-06-24,FC_DEL,S3,2149,2095,21,7,0,1,21,6,0,2215.4,2095,0,224.0,194.4,10.78,0.9456,0.0357,43612.8,20.82
817,2026-06-24,FC_KOL,S1,2221,2193,21,7,3,0,18,7,0,2252.3,2193,0,224.0,180.0,12.18,0.9737,0.1071,36344.0,16.57
818,2026-06-24,FC_KOL,S2,2593,2270,24,9,0,0,24,9,0,2677.5,2270,0,264.0,237.6,9.55,0.8478,0.0,44273.52,19.5
819,2026-06-24,FC_KOL,S3,1381,1566,13,5,1,1,12,4,36,1463.5,1463,103,180.0,151.2,9.68,0.9997,0.1111,35156.0,24.03
820,2026-06-24,FC_MUM,S1,2772,2470,23,8,1,2,22,6,10,2475.8,2470,0,258.0,211.6,11.67,0.9976,0.0968,47326.0,19.16
821,2026-06-24,FC_MUM,S2,3059,3216,27,10,2,0,25,10,12,3217.5,3216,0,308.0,264.0,12.18,0.9995,0.0541,58302.12,18.13
822,2026-06-24,FC_MUM,S3,2013,2177,21,7,1,0,20,7,0,2411.8,2177,0,224.0,194.4,11.2,0.9026,0.0357,44352.0,20.37
823,2026-06-24,FC_HYD,S1,2090,2310,17,6,0,2,17,4,36,2226.3,2226,84,220.0,187.2,11.89,0.9999,0.087,39436.0,17.72
824,2026-06-24,FC_HYD,S2,2612,2696,23,8,2,0,21,8,10,2701.8,2696,0,258.0,218.8,12.32,0.9979,0.0645,45087.22,16.72
825,2026-06-24,FC_HYD,S3,1636,1724,17,6,0,1,17,5,0,1902.2,1724,0,184.0,158.4,10.88,0.9063,0.0435,33756.8,19.58
826,2026-06-25,FC_BLR,S1,3181,2972,27,10,1,1,26,9,0,3557.6,2972,0,296.0,252.0,11.79,0.8354,0.0541,51216.0,17.23
827,2026-06-25,FC_BLR,S2,3955,3697,34,12,2,1,32,11,0,4208.8,3697,0,368.0,309.6,11.94,0.8784,0.0652,65491.52,17.71
828,2026-06-25,FC_BLR,S3,2417,2375,22,8,1,0,21,8,0,2593.3,2375,0,240.0,208.8,11.37,0.9158,0.0333,45654.4,19.22
829,2026-06-25,FC_DEL,S1,3061,3372,25,9,0,1,25,8,22,3378.2,3372,0,294.0,259.6,12.99,0.9982,0.0294,53932.0,15.99
830,2026-06-25,FC_DEL,S2,4321,4059,38,13,1,0,37,13,0,4184.9,4059,0,408.0,360.0,11.28,0.9699,0.0196,74440.16,18.34
831,2026-06-25,FC_DEL,S3,2543,2349,26,9,1,1,25,8,3,2755.9,2349,0,283.0,240.6,9.76,0.8523,0.0571,55429.0,23.6
832,2026-06-25,FC_KOL,S1,2201,2368,21,7,0,0,21,7,0,2609.1,2368,0,224.0,201.6,11.75,0.9076,0.0,36344.0,15.35
833,2026-06-25,FC_KOL,S2,2468,2662,22,8,2,1,20,7,36,2537.0,2536,126,276.0,230.4,11.01,0.9996,0.1,48962.08,19.31
834,2026-06-25,FC_KOL,S3,1540,1460,16,6,0,1,16,5,0,1574.4,1460,0,176.0,151.2,9.66,0.9274,0.0455,31521.6,21.59
835,2026-06-25,FC_MUM,S1,2862,2919,25,9,1,3,24,6,15,2925.8,2919,0,287.0,231.0,12.64,0.9977,0.1176,53017.0,18.16
836,2026-06-25,FC_MUM,S2,3329,3528,30,10,1,2,29,8,18,3528.9,3528,0,338.0,284.4,12.41,0.9998,0.075,64204.02,18.2
837,2026-06-25,FC_MUM,S3,2197,2327,23,8,3,1,20,7,10,2328.3,2327,0,258.0,204.4,11.38,0.9994,0.129,52058.6,22.37
838,2026-06-25,FC_HYD,S1,2628,2739,23,8,1,0,22,8,0,2837.9,2739,0,248.0,216.0,12.68,0.9651,0.0323,41344.0,15.09
839,2026-06-25,FC_HYD,S2,3146,3071,28,10,2,0,26,10,0,3353.8,3071,0,304.0,259.2,11.85,0.9157,0.0526,52241.6,17.01
840,2026-06-25,FC_HYD,S3,2086,1936,20,7,0,0,20,7,0,2233.9,1936,0,216.0,194.4,9.96,0.8666,0.0,39617.6,20.46
841,2026-06-26,FC_BLR,S1,3168,3289,27,10,1,0,26,10,0,3295.0,3289,0,296.0,259.2,12.69,0.9982,0.027,51216.0,15.57
842,2026-06-26,FC_BLR,S2,3717,4045,33,11,0,0,33,11,0,4201.5,4045,0,352.0,316.8,12.77,0.9628,0.0,62541.6,15.46
843,2026-06-26,FC_BLR,S3,2022,2189,19,7,1,0,18,7,0,2266.4,2189,0,208.0,180.0,12.16,0.9659,0.0385,39582.4,18.08
844,2026-06-26,FC_DEL,S1,3514,3783,30,11,0,0,30,11,2,3790.5,3783,0,330.0,297.2,12.73,0.998,0.0,58740.0,15.53
845,2026-06-26,FC_DEL,S2,4524,4538,41,14,2,1,39,13,0,4767.7,4538,0,440.0,374.4,12.12,0.9518,0.0545,80274.08,17.69
846,2026-06-26,FC_DEL,S3,2870,2783,29,10,3,0,26,10,1,2787.1,2783,0,313.0,260.2,10.7,0.9985,0.0769,61091.8,21.95
847,2026-06-26,FC_KOL,S1,2213,2442,20,7,1,0,19,7,11,2448.0,2442,0,227.0,198.2,12.32,0.9976,0.037,37692.0,15.43
848,2026-06-26,FC_KOL,S2,2612,2671,26,9,1,0,25,9,0,2937.8,2671,0,280.0,244.8,10.91,0.9092,0.0286,46844.4,17.54
849,2026-06-26,FC_KOL,S3,1983,1951,21,7,0,0,21,7,0,2005.5,1951,0,224.0,201.6,9.68,0.9728,0.0,39978.4,20.49
850,2026-06-26,FC_MUM,S1,3599,3220,32,11,0,1,32,10,0,3854.2,3220,0,344.0,302.4,10.65,0.8355,0.0233,61976.0,19.25
851,2026-06-26,FC_MUM,S2,3965,3781,35,12,3,1,32,11,3,3782.0,3781,0,379.0,312.6,12.1,0.9997,0.0851,70580.75,18.67
852,2026-06-26,FC_MUM,S3,2458,2353,26,9,2,0,24,9,0,2648.1,2353,0,280.0,237.6,9.9,0.8886,0.0571,55501.6,23.59
853,2026-06-26,FC_HYD,S1,2604,2823,24,8,1,1,23,7,0,2846.6,2823,0,256.0,216.0,13.07,0.9917,0.0625,42624.0,15.1
854,2026-06-26,FC_HYD,S2,3204,3331,29,10,0,0,29,10,0,3494.6,3331,0,312.0,280.8,11.86,0.9532,0.0,53560.0,16.08
855,2026-06-26,FC_HYD,S3,2077,2074,21,8,0,1,21,7,0,2301.1,2074,0,232.0,201.6,10.29,0.9013,0.0345,42662.4,20.57
856,2026-06-27,FC_BLR,S1,3279,3393,29,10,0,1,29,9,0,3650.1,3393,0,312.0,273.6,12.4,0.9296,0.0256,53872.0,15.88
857,2026-06-27,FC_BLR,S2,3986,3553,35,12,2,4,33,8,0,3747.3,3553,0,376.0,295.2,12.04,0.9482,0.1277,66859.36,18.82
858,2026-06-27,FC_BLR,S3,1871,2072,18,6,1,2,17,4,17,2076.0,2072,0,209.0,168.2,12.32,0.9981,0.125,41107.0,19.84
859,2026-06-27,FC_DEL,S1,3867,3686,34,12,3,0,31,12,0,3913.9,3686,0,368.0,309.6,11.91,0.9418,0.0652,65248.0,17.7
860,2026-06-27,FC_DEL,S2,4126,3888,36,12,5,0,31,12,16,3892.2,3888,0,400.0,325.6,11.94,0.9989,0.1042,74258.88,19.1
861,2026-06-27,FC_DEL,S3,2885,2522,29,10,2,0,27,10,0,2946.6,2522,0,312.0,266.4,9.47,0.8559,0.0513,60808.0,24.11
862,2026-06-27,FC_KOL,S1,2566,2378,22,8,0,1,22,7,0,2553.0,2378,0,240.0,208.8,11.39,0.9315,0.0333,39040.0,16.42
863,2026-06-27,FC_KOL,S2,2735,2808,26,9,0,0,26,9,0,2847.8,2808,0,280.0,252.0,11.14,0.986,0.0,46844.4,16.68
864,2026-06-27,FC_KOL,S3,1796,1677,18,6,1,0,17,6,0,1773.9,1677,0,192.0,165.6,10.13,0.9454,0.0417,34267.2,20.43
865,2026-06-27,FC_MUM,S1,2752,2958,24,8,1,0,23,8,10,2966.1,2958,0,266.0,233.2,12.68,0.9973,0.0312,48710.0,16.47
866,2026-06-27,FC_MUM,S2,3297,3587,30,10,1,2,29,8,33,3591.6,3587,0,353.0,299.4,11.98,0.9987,0.075,68267.37,19.03
